group1	group2	p_value	effect_size	clin_feature	padjust	log10padjust	cancer	principal_component
Lymph nodes, lung, bone	paraaortic lymph nodes	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Lymph nodes, lung, bone	Paraaortic retroperitoneal lymphnode	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Lymph nodes, lung, bone	Paracolic gutter	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Lymph nodes, lung, bone	Paravaginal mass involving the bladder and rectal walls	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Lymph nodes, lung, bone	pelvic mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Lymph nodes, lung, bone	peritoneum	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Lymph nodes, lung, bone	Peritoneum	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Lymph nodes, lung, bone	Porta Hepatis	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Lymph nodes, lung, bone	R external iliac node, presacral peritoneal implant, ascitic fluid	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Lymph nodes, lung, bone	Rectum	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Lymph nodes, lung, bone	Recurrent endometrial carcinoma in retriponeal lymphnodes	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Lymph nodes, lung, bone	Retroperitoneal LN; vulvar mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Lymph nodes, lung, bone	Retroperitoneal LNs	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Lymph nodes, lung, bone	Right Breast	1	0	new_tumor_event_site_other	1	0	UCEC	PC2
Lymph nodes, lung, bone	right pelvic mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Lymph nodes, lung, bone	Right Pelvic Mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Lymph nodes, lung, bone	Supraclavicular Fossa	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Lymph nodes, lung, bone	Supraclavicular lymphnodes	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Lymph nodes, lung, bone	uterine	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Lymph nodes, lung, bone	vagina	0.667	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Lymph nodes, lung, bone	Vagina	1	0	new_tumor_event_site_other	1	0	UCEC	PC2
Lymph nodes, lung, bone	Vagina apex	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Lymph nodes, lung, bone	Vagina, apex	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Lymph nodes, lung, bone	Vaginal	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Lymph nodes, lung, bone	Vaginal Apex	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Lymph nodes, lung, bone	vaginal cuff	1	0.223606797749979	new_tumor_event_site_other	1	0	UCEC	PC2
Lymph nodes, lung, bone	Vaginal cuff, iliac	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Lymph nodes, lung, bone	Vaginal Vault	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Lymph nodes, lung, bone	vaginal wall	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
omentum	Paraaortic lymph node	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
omentum	paraaortic lymph nodes	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
omentum	Paraaortic retroperitoneal lymphnode	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
omentum	Paracolic gutter	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
omentum	Paravaginal mass involving the bladder and rectal walls	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
omentum	pelvic mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
omentum	peritoneum	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
omentum	Peritoneum	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
omentum	Porta Hepatis	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
omentum	R external iliac node, presacral peritoneal implant, ascitic fluid	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
omentum	Rectum	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
omentum	Recurrent endometrial carcinoma in retriponeal lymphnodes	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
omentum	Retroperitoneal LN; vulvar mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
omentum	Retroperitoneal LNs	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
omentum	Right Breast	0.667	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
omentum	right pelvic mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
omentum	Right Pelvic Mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
omentum	Supraclavicular Fossa	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
omentum	Supraclavicular lymphnodes	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
omentum	uterine	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
omentum	vagina	0.667	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
omentum	Vagina	0.667	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
omentum	Vagina apex	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
omentum	Vagina, apex	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
omentum	Vaginal	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
omentum	Vaginal Apex	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
omentum	vaginal cuff	0.5	0.670820393249937	new_tumor_event_site_other	1	0	UCEC	PC2
omentum	Vaginal cuff, iliac	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
omentum	Vaginal Vault	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
omentum	vaginal wall	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paraaortic lymph node	paraaortic lymph nodes	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paraaortic lymph node	Paraaortic retroperitoneal lymphnode	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paraaortic lymph node	Paracolic gutter	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paraaortic lymph node	Paravaginal mass involving the bladder and rectal walls	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paraaortic lymph node	pelvic mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paraaortic lymph node	peritoneum	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paraaortic lymph node	Peritoneum	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paraaortic lymph node	Porta Hepatis	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paraaortic lymph node	R external iliac node, presacral peritoneal implant, ascitic fluid	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paraaortic lymph node	Rectum	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paraaortic lymph node	Recurrent endometrial carcinoma in retriponeal lymphnodes	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paraaortic lymph node	Retroperitoneal LN; vulvar mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paraaortic lymph node	Retroperitoneal LNs	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paraaortic lymph node	Right Breast	0.667	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paraaortic lymph node	right pelvic mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paraaortic lymph node	Right Pelvic Mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paraaortic lymph node	Supraclavicular Fossa	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paraaortic lymph node	Supraclavicular lymphnodes	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paraaortic lymph node	uterine	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paraaortic lymph node	vagina	0.667	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paraaortic lymph node	Vagina	0.667	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paraaortic lymph node	Vagina apex	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paraaortic lymph node	Vagina, apex	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paraaortic lymph node	Vaginal	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paraaortic lymph node	Vaginal Apex	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paraaortic lymph node	vaginal cuff	1	0.223606797749979	new_tumor_event_site_other	1	0	UCEC	PC2
Paraaortic lymph node	Vaginal cuff, iliac	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paraaortic lymph node	Vaginal Vault	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paraaortic lymph node	vaginal wall	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
paraaortic lymph nodes	Paraaortic retroperitoneal lymphnode	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
paraaortic lymph nodes	Paracolic gutter	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
paraaortic lymph nodes	Paravaginal mass involving the bladder and rectal walls	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
paraaortic lymph nodes	pelvic mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
paraaortic lymph nodes	peritoneum	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
paraaortic lymph nodes	Peritoneum	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
paraaortic lymph nodes	Porta Hepatis	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
paraaortic lymph nodes	R external iliac node, presacral peritoneal implant, ascitic fluid	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
paraaortic lymph nodes	Rectum	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
paraaortic lymph nodes	Recurrent endometrial carcinoma in retriponeal lymphnodes	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
paraaortic lymph nodes	Retroperitoneal LN; vulvar mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
paraaortic lymph nodes	Retroperitoneal LNs	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
paraaortic lymph nodes	Right Breast	0.667	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
paraaortic lymph nodes	right pelvic mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
paraaortic lymph nodes	Right Pelvic Mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
paraaortic lymph nodes	Supraclavicular Fossa	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
paraaortic lymph nodes	Supraclavicular lymphnodes	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
paraaortic lymph nodes	uterine	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
paraaortic lymph nodes	vagina	0.667	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
paraaortic lymph nodes	Vagina	0.667	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
paraaortic lymph nodes	Vagina apex	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
paraaortic lymph nodes	Vagina, apex	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
paraaortic lymph nodes	Vaginal	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
paraaortic lymph nodes	Vaginal Apex	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
paraaortic lymph nodes	vaginal cuff	0.5	0.670820393249937	new_tumor_event_site_other	1	0	UCEC	PC2
paraaortic lymph nodes	Vaginal cuff, iliac	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
paraaortic lymph nodes	Vaginal Vault	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
paraaortic lymph nodes	vaginal wall	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paraaortic retroperitoneal lymphnode	Paracolic gutter	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paraaortic retroperitoneal lymphnode	Paravaginal mass involving the bladder and rectal walls	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paraaortic retroperitoneal lymphnode	pelvic mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paraaortic retroperitoneal lymphnode	peritoneum	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paraaortic retroperitoneal lymphnode	Peritoneum	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paraaortic retroperitoneal lymphnode	Porta Hepatis	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paraaortic retroperitoneal lymphnode	R external iliac node, presacral peritoneal implant, ascitic fluid	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paraaortic retroperitoneal lymphnode	Rectum	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paraaortic retroperitoneal lymphnode	Recurrent endometrial carcinoma in retriponeal lymphnodes	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paraaortic retroperitoneal lymphnode	Retroperitoneal LN; vulvar mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paraaortic retroperitoneal lymphnode	Retroperitoneal LNs	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paraaortic retroperitoneal lymphnode	Right Breast	0.667	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paraaortic retroperitoneal lymphnode	right pelvic mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paraaortic retroperitoneal lymphnode	Right Pelvic Mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paraaortic retroperitoneal lymphnode	Supraclavicular Fossa	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paraaortic retroperitoneal lymphnode	Supraclavicular lymphnodes	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paraaortic retroperitoneal lymphnode	uterine	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paraaortic retroperitoneal lymphnode	vagina	0.667	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paraaortic retroperitoneal lymphnode	Vagina	1	0	new_tumor_event_site_other	1	0	UCEC	PC2
Paraaortic retroperitoneal lymphnode	Vagina apex	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paraaortic retroperitoneal lymphnode	Vagina, apex	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paraaortic retroperitoneal lymphnode	Vaginal	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paraaortic retroperitoneal lymphnode	Vaginal Apex	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paraaortic retroperitoneal lymphnode	vaginal cuff	1	0.223606797749979	new_tumor_event_site_other	1	0	UCEC	PC2
Paraaortic retroperitoneal lymphnode	Vaginal cuff, iliac	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paraaortic retroperitoneal lymphnode	Vaginal Vault	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paraaortic retroperitoneal lymphnode	vaginal wall	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paracolic gutter	Paravaginal mass involving the bladder and rectal walls	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paracolic gutter	pelvic mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paracolic gutter	peritoneum	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paracolic gutter	Peritoneum	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paracolic gutter	Porta Hepatis	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paracolic gutter	R external iliac node, presacral peritoneal implant, ascitic fluid	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paracolic gutter	Rectum	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paracolic gutter	Recurrent endometrial carcinoma in retriponeal lymphnodes	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paracolic gutter	Retroperitoneal LN; vulvar mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paracolic gutter	Retroperitoneal LNs	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paracolic gutter	Right Breast	0.667	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paracolic gutter	right pelvic mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paracolic gutter	Right Pelvic Mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paracolic gutter	Supraclavicular Fossa	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paracolic gutter	Supraclavicular lymphnodes	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paracolic gutter	uterine	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paracolic gutter	vagina	0.667	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paracolic gutter	Vagina	0.667	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paracolic gutter	Vagina apex	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paracolic gutter	Vagina, apex	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paracolic gutter	Vaginal	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paracolic gutter	Vaginal Apex	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paracolic gutter	vaginal cuff	0.5	0.670820393249937	new_tumor_event_site_other	1	0	UCEC	PC2
Paracolic gutter	Vaginal cuff, iliac	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paracolic gutter	Vaginal Vault	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paracolic gutter	vaginal wall	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paravaginal mass involving the bladder and rectal walls	pelvic mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paravaginal mass involving the bladder and rectal walls	peritoneum	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paravaginal mass involving the bladder and rectal walls	Peritoneum	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paravaginal mass involving the bladder and rectal walls	Porta Hepatis	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paravaginal mass involving the bladder and rectal walls	R external iliac node, presacral peritoneal implant, ascitic fluid	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paravaginal mass involving the bladder and rectal walls	Rectum	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paravaginal mass involving the bladder and rectal walls	Recurrent endometrial carcinoma in retriponeal lymphnodes	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paravaginal mass involving the bladder and rectal walls	Retroperitoneal LN; vulvar mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paravaginal mass involving the bladder and rectal walls	Retroperitoneal LNs	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paravaginal mass involving the bladder and rectal walls	Right Breast	0.667	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paravaginal mass involving the bladder and rectal walls	right pelvic mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paravaginal mass involving the bladder and rectal walls	Right Pelvic Mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paravaginal mass involving the bladder and rectal walls	Supraclavicular Fossa	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paravaginal mass involving the bladder and rectal walls	Supraclavicular lymphnodes	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paravaginal mass involving the bladder and rectal walls	uterine	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paravaginal mass involving the bladder and rectal walls	vagina	0.667	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paravaginal mass involving the bladder and rectal walls	Vagina	1	0	new_tumor_event_site_other	1	0	UCEC	PC2
Paravaginal mass involving the bladder and rectal walls	Vagina apex	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paravaginal mass involving the bladder and rectal walls	Vagina, apex	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paravaginal mass involving the bladder and rectal walls	Vaginal	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paravaginal mass involving the bladder and rectal walls	Vaginal Apex	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paravaginal mass involving the bladder and rectal walls	vaginal cuff	1	0.223606797749979	new_tumor_event_site_other	1	0	UCEC	PC2
Paravaginal mass involving the bladder and rectal walls	Vaginal cuff, iliac	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paravaginal mass involving the bladder and rectal walls	Vaginal Vault	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Paravaginal mass involving the bladder and rectal walls	vaginal wall	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
pelvic mass	peritoneum	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
pelvic mass	Peritoneum	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
pelvic mass	Porta Hepatis	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
pelvic mass	R external iliac node, presacral peritoneal implant, ascitic fluid	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
pelvic mass	Rectum	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
pelvic mass	Recurrent endometrial carcinoma in retriponeal lymphnodes	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
pelvic mass	Retroperitoneal LN; vulvar mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
pelvic mass	Retroperitoneal LNs	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
pelvic mass	Right Breast	0.667	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
pelvic mass	right pelvic mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
pelvic mass	Right Pelvic Mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
pelvic mass	Supraclavicular Fossa	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
pelvic mass	Supraclavicular lymphnodes	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
pelvic mass	uterine	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
pelvic mass	vagina	0.667	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
pelvic mass	Vagina	0.667	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
pelvic mass	Vagina apex	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
pelvic mass	Vagina, apex	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
pelvic mass	Vaginal	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
pelvic mass	Vaginal Apex	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
pelvic mass	vaginal cuff	0.5	0.670820393249937	new_tumor_event_site_other	1	0	UCEC	PC2
pelvic mass	Vaginal cuff, iliac	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
pelvic mass	Vaginal Vault	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
pelvic mass	vaginal wall	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
peritoneum	Peritoneum	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
peritoneum	Porta Hepatis	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
peritoneum	R external iliac node, presacral peritoneal implant, ascitic fluid	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
peritoneum	Rectum	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
peritoneum	Recurrent endometrial carcinoma in retriponeal lymphnodes	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
peritoneum	Retroperitoneal LN; vulvar mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
peritoneum	Retroperitoneal LNs	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
peritoneum	Right Breast	0.667	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
peritoneum	right pelvic mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
peritoneum	Right Pelvic Mass	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
peritoneum	Supraclavicular Fossa	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
peritoneum	Supraclavicular lymphnodes	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
peritoneum	uterine	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
peritoneum	vagina	0.667	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
peritoneum	Vagina	0.667	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
peritoneum	Vagina apex	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
peritoneum	Vagina, apex	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
peritoneum	Vaginal	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
peritoneum	Vaginal Apex	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
peritoneum	vaginal cuff	1	0.223606797749979	new_tumor_event_site_other	1	0	UCEC	PC2
peritoneum	Vaginal cuff, iliac	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
peritoneum	Vaginal Vault	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
peritoneum	vaginal wall	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Peritoneum	Porta Hepatis	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Peritoneum	R external iliac node, presacral peritoneal implant, ascitic fluid	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
Peritoneum	Rectum	1	0.707106781186547	new_tumor_event_site_other	1	0	UCEC	PC2
